0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.25,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.09,0.10,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.12,0.16,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.24,0.23,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.29,0.21,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.05,0.18,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.01,0.19,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.01,-0.06,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.02,-0.24,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.03,-0.41,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.04,-0.10,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.02,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.02,-0.15,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,-0.20,-0.20,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
