0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
-735.750,735.656
-735.750,735.734
-735.750,735.684
-735.750,735.798
-735.750,735.686
-735.750,735.534
-735.750,735.494
-735.750,735.574
-735.750,735.883
-735.750,735.890
-735.750,735.966
-735.750,735.912
-735.750,736.117
-735.750,735.875
-735.750,736.099
-735.750,735.868
-735.750,735.930
-735.750,735.782
-735.750,735.711
-735.750,735.727
-735.750,735.775
-735.750,735.997
-735.750,735.799
-735.750,735.703
-735.750,735.585
-735.750,735.795
-735.750,735.972
-735.750,735.996
-735.750,736.007
-735.750,735.819
-735.750,735.935
-735.750,735.948
-735.750,735.919
-735.750,735.940
-735.750,735.835
-735.750,735.811
-735.750,735.833
-735.750,735.791
-735.750,735.718
-735.750,735.538
-735.750,735.168
-735.750,735.479
-735.750,735.661
-735.750,736.036
-735.750,736.091
-735.750,735.933
-735.750,735.777
-735.750,695.203
-735.750,722.335
-735.750,707.053
-735.750,709.357
-735.750,696.691
-735.750,738.990
-735.750,747.382
-735.750,734.193
-735.750,732.390
-735.750,730.396
-735.750,722.620
-735.750,726.736
-735.750,702.787
-735.750,658.001
-735.750,733.469
-735.750,750.279
-735.750,770.688
-735.750,730.101
-735.750,728.374
-735.750,715.744
-735.750,724.304
-735.750,716.144
-735.750,703.489
-735.750,726.621
-735.750,756.621
-735.750,746.773
-735.750,730.761
-735.750,731.844
-735.750,730.571
-735.750,730.735
-735.750,714.252
-735.750,699.178
-735.750,713.827
-735.750,735.587
-735.750,770.758
-735.750,738.443
-735.750,733.638
-735.750,726.592
-735.750,723.692
-735.750,729.506
-735.750,712.043
-735.750,678.199
-735.750,726.578
-735.750,759.063
-735.750,742.553
-735.750,730.922
-735.750,734.066
-735.750,730.986
-735.750,730.972
-735.750,725.287
-735.750,701.561
-735.750,698.019
-735.750,734.499
-735.750,773.622
-735.750,738.718
-735.750,731.916
-735.750,725.432
-735.750,723.313
-735.750,718.202
-735.750,711.133
-735.750,709.122
-735.750,751.062
-735.750,764.657
-735.750,733.289
-735.750,733.942
-735.750,731.172
-735.750,728.311
-735.750,732.771
-735.750,712.811
-735.750,700.837
-735.750,734.815
-735.750,750.338
-735.750,749.196
-735.750,724.211
-735.750,728.937
-735.750,725.122
-735.750,729.885
-735.750,716.057
-735.750,697.346
-735.750,701.399
-735.750,762.273
-735.750,751.726
-735.750,732.828
-735.750,730.423
-735.750,726.226
-735.750,731.402
-735.750,722.991
-735.750,717.331
-735.750,714.433
-735.750,734.405
-735.750,752.008
-735.750,747.332
-735.750,726.663
-735.750,727.014
-735.750,722.530
-735.750,715.515
-735.750,717.638
-735.750,698.071
-735.750,697.846
-735.750,756.366
-735.750,757.357
-735.750,768.103
-735.750,735.728
-735.750,735.835
-735.750,735.901
-735.750,735.967
-735.750,735.982
-735.750,735.828
-735.750,735.607
