0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-367.875,-367.875,-735.750,-0.367,0.292,-0.075,367.508,368.167,735.675
-367.875,-367.875,-735.750,-0.443,0.192,-0.250,367.432,368.068,735.500
-367.875,-367.875,-735.750,-0.052,0.049,-0.003,367.824,367.924,735.747
-367.875,-367.875,-735.750,0.052,0.045,0.098,367.927,367.921,735.848
-367.875,-367.875,-735.750,-0.443,0.063,-0.380,367.432,367.939,735.370
-367.875,-367.875,-735.750,-0.480,0.066,-0.414,367.395,367.941,735.337
-367.875,-367.875,-735.750,-1.999,0.171,-1.828,365.876,368.046,733.922
-367.875,-367.875,-735.750,0.031,-0.142,-0.110,367.907,367.733,735.640
-367.875,-367.875,-735.750,0.345,-0.216,0.129,368.220,367.659,735.880
-367.875,-367.875,-735.750,0.720,-0.289,0.431,368.595,367.587,736.181
-367.875,-367.875,-735.750,0.872,-0.313,0.559,368.747,367.563,736.309
-367.875,-367.875,-735.750,0.368,-0.106,0.263,368.244,367.769,736.013
-367.875,-367.875,-735.750,1.253,-0.249,1.003,369.128,367.626,736.753
-367.875,-367.875,-735.750,2.894,-0.583,2.311,370.769,367.292,738.061
-367.875,-367.875,-735.750,0.847,-0.073,0.774,368.722,367.802,736.524
-367.875,-367.875,-735.750,0.197,0.119,0.316,368.072,367.994,736.066
-367.875,-367.875,-735.750,0.952,0.309,1.260,368.827,368.184,737.011
-367.875,-367.875,-735.750,0.095,0.137,0.232,367.970,368.012,735.982
-367.875,-367.875,-735.750,-0.101,0.138,0.036,367.774,368.013,735.786
-367.875,-367.875,-735.750,-0.060,-0.009,-0.069,367.815,367.866,735.681
-367.875,-367.875,-735.750,0.376,-0.225,0.151,368.251,367.650,735.901
-367.875,-367.875,-735.750,0.719,-0.157,0.561,368.594,367.718,736.312
-367.875,-367.875,-735.750,1.078,-0.317,0.760,368.953,367.558,736.510
-367.875,-367.875,-735.750,-0.387,0.083,-0.304,367.488,367.958,735.447
-367.875,-367.875,-735.750,-0.436,-0.138,-0.574,367.439,367.737,735.176
-367.875,-367.875,-735.750,-0.239,-0.044,-0.284,367.636,367.831,735.467
-367.875,-367.875,-735.750,0.322,0.198,0.520,368.197,368.073,736.270
-367.875,-367.875,-735.750,0.218,0.423,0.641,368.093,368.298,736.391
-367.875,-367.875,-735.750,0.162,0.177,0.338,368.037,368.052,736.089
-367.875,-367.875,-735.750,0.303,0.314,0.617,368.178,368.189,736.367
-367.875,-367.875,-735.750,0.297,0.244,0.541,368.172,368.119,736.292
-367.875,-367.875,-735.750,0.210,0.032,0.242,368.085,367.907,735.992
-367.875,-367.875,-735.750,0.834,-0.248,0.586,368.709,367.627,736.336
-367.875,-367.875,-735.750,0.679,-0.110,0.569,368.554,367.765,736.319
-367.875,-367.875,-735.750,0.617,-0.150,0.467,368.492,367.725,736.217
-367.875,-367.875,-735.750,0.498,-0.266,0.232,368.373,367.609,735.982
-367.875,-367.875,-735.750,0.945,-0.508,0.437,368.820,367.367,736.187
-367.875,-367.875,-735.750,0.303,-0.019,0.284,368.178,367.856,736.034
-367.875,-367.875,-735.750,0.120,-0.135,-0.014,367.995,367.741,735.736
-367.875,-367.875,-735.750,-0.027,-0.117,-0.144,367.848,367.758,735.606
-367.875,-367.875,-735.750,-0.283,-0.442,-0.725,367.592,367.433,735.025
-367.875,-367.875,-735.750,-0.514,-0.318,-0.832,367.361,367.557,734.918
-367.875,-367.875,-735.750,-0.205,-0.091,-0.296,367.670,367.784,735.454
-367.875,-367.875,-735.750,0.178,-0.255,-0.077,368.053,367.620,735.673
-367.875,-367.875,-735.750,0.969,-0.188,0.781,368.844,367.687,736.531
-367.875,-367.875,-735.750,1.186,-0.197,0.989,369.061,367.678,736.739
-367.875,-367.875,-735.750,0.855,-0.289,0.566,368.730,367.586,736.316
-367.875,-367.875,-735.750,0.267,-0.097,0.170,368.142,367.778,735.920
-367.875,-367.875,-735.750,0.376,-0.183,0.193,368.251,367.692,735.943
-367.875,-367.875,-735.750,0.707,-0.208,0.499,368.582,367.667,736.249
-367.875,-367.875,-735.750,0.081,-0.014,0.067,367.956,367.861,735.817
-367.875,-367.875,-735.750,-0.036,-0.051,-0.087,367.839,367.824,735.663
-367.875,-367.875,-735.750,0.058,-0.119,-0.062,367.933,367.756,735.689
-367.875,-367.875,-735.750,0.227,-0.073,0.154,368.102,367.802,735.904
-367.875,-367.875,-735.750,0.979,-0.233,0.746,368.854,367.642,736.496
-367.875,-367.875,-735.750,1.207,-0.226,0.981,369.082,367.650,736.731
-367.875,-367.875,-735.750,0.333,-0.009,0.324,368.208,367.866,736.074
